states,actions
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6811200.0,0
6811200.0,0
6811200.0,0
6811200.0,0
6811200.0,0
6811200.0,0
6811200.0,0
6811200.0,0
6811200.0,0
6811200.0,0
6811200.0,0
6811200.0,0
6600000.0,0
6600000.0,0
6600000.0,0
6600000.0,0
2376000.0,0
2376000.0,0
2376000.0,0
2376000.0,0
2376000.0,0
2376000.0,0
2376000.0,0
2376000.0,0
2270400.0,0
2270400.0,0
6494400.0,0
6494400.0,0
6494400.0,0
6494400.0,0
6494400.0,0
6494400.0,0
6494400.0,0
6494400.0,0
6494400.0,0
6494400.0,0
2164800.0,0
2164800.0,0
2164800.0,0
2164800.0,0
2164800.0,0
2164800.0,0
2164800.0,0
2164800.0,0
2164800.0,0
2164800.0,0
2164800.0,0
2164800.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2270400.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
6916800.0,0
6916800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2481600.0,0
2481600.0,0
2481600.0,0
2481600.0,0
2481600.0,0
2481600.0,0
2481600.0,0
2481600.0,0
2481600.0,0
2481600.0,0
2481600.0,0
2481600.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2059200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2587200.0,0
2692800.0,0
2692800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
7768696.32,6
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
2692800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6916800.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6705600.0,0
6811200.0,0
6811200.0,0
6811200.0,0
11140800.0,0
