states,actions,states full,actions_num
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(3966.3044381869495), np.float64(1.2354), np.float64(1.1505), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(3966.304438186949), np.float64(1.1949), np.float64(1.1265), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(3976.629699100321), np.float64(1.072), np.float64(1.1824), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(3971.5054746005776), np.float64(1.0687), np.float64(1.1757), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(3995.9415447452616), np.float64(1.0647), np.float64(1.1734), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(3984.399604686079), np.float64(1.0645), np.float64(1.1722), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(3977.4821947970254), np.float64(1.072), np.float64(1.177), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(3967.5537120782074), np.float64(1.072), np.float64(1.1767), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4046.5841299596955), np.float64(1.0727), np.float64(1.1768), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4114.960929783301), np.float64(1.0843), np.float64(1.0509), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-16.19744024143074), 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4193.3885648959895), np.float64(1.2548), np.float64(1.1752), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4303.138447502167), np.float64(0.98117), np.float64(1.1866), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-71.6980892882857), 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4303.138447502166), np.float64(0.80693), np.float64(1.2956), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-100.14138201198148), 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4303.138447502166), np.float64(0.81524), np.float64(1.2665), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-174.28418674012573), 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4308.262672001909), np.float64(0.70441), np.float64(1.2415), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-290.29762052303704), np.float64(-12.033103226138337), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4308.262672001909), np.float64(0.71179), np.float64(1.2276), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-260.5217341161879), 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4326.680786354769), np.float64(0.71342), np.float64(1.2255), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-268.63836956151135), 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4359.666055234864), np.float64(0.71465), np.float64(1.224), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-200.89300075486062), 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4391.580936007215), np.float64(0.71756), np.float64(1.2295), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-161.97717389160607), 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4320.522655447721), np.float64(0.71818), np.float64(1.2292), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-162.62106899369974), 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4352.000953080254), np.float64(0.71722), np.float64(1.2285), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4364.205775322978), np.float64(0.72519), np.float64(1.2553), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4374.0945323109545), np.float64(0.81071), np.float64(1.4233), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4374.0945323109545), np.float64(0.70704), np.float64(1.4708), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4374.094532310954), np.float64(0.31308), np.float64(0.91032), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-26.39028556354606), 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4374.094532310954), np.float64(0.35629), np.float64(0.8981), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-4.478794177957752), np.float64(-8.260513000233914), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4374.094532310954), np.float64(0.46181), np.float64(0.73676), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, np.float64(-43.70190329836623), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4378.7244807510215), np.float64(0.47473), np.float64(0.73526), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, np.float64(-1.7091969139546563), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4397.999850943379), np.float64(0.48041), np.float64(0.7322), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4435.469238393119), np.float64(0.48265), np.float64(0.7319), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-7.114803090205896), np.float64(-0.9917318236603023), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4482.959638524688), np.float64(0.4708), np.float64(0.73214), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-63.21423253942885), 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4414.161764946149), np.float64(0.4715), np.float64(0.73192), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4347.002871995314), np.float64(0.47242), np.float64(0.73151), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4274.616046817374), np.float64(0.44785), np.float64(0.74784), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-7.939882030637818), np.float64(-10.421528589627997), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4160.056732184167), np.float64(1.7177), np.float64(1.8027), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-8.861214848970121), 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4049.4925199580084), np.float64(1.944), np.float64(1.6733), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4049.4925199580084), np.float64(1.7381), np.float64(1.3554), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4049.4925199580084), np.float64(1.6618), np.float64(1.3391), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4049.4925199580084), np.float64(1.5952), np.float64(1.2587), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4049.4925199580084), np.float64(1.5775), np.float64(1.2512), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, np.float64(-16.151617053903465), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4063.9707732121647), np.float64(1.5733), np.float64(1.25), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4081.38710507432), np.float64(1.5715), np.float64(1.2494), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4118.570051902167), np.float64(1.5684), np.float64(1.2418), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4152.135545708538), np.float64(1.5675), np.float64(1.2411), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4179.5241965149735), np.float64(1.568), np.float64(1.2414), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4198.924764567286), np.float64(1.6003), np.float64(1.2622), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-18.278528263177577), np.float64(-12.502616611374833), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4231.3587503436665), np.float64(-0.22048), np.float64(1.1888), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-59.29137250335043), np.float64(-0.14834799868185655), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4143.565658758567), np.float64(-0.40003), np.float64(1.2033), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-242.27770490619514), np.float64(-78.0041649814957), np.float64(-11.901263598756486), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4046.1307611328534), np.float64(-0.50777), np.float64(0.89789), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-380.0401891087495), np.float64(-181.08235990989488), np.float64(-100.74760863005577), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4046.1307611328534), np.float64(-0.34097), np.float64(0.90375), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-454.05942483628314), np.float64(-199.97895746110225), np.float64(-203.76067628337842), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4046.1307611328534), np.float64(-0.38841), np.float64(0.89109), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-493.78894094556745), np.float64(-199.77574399043078), np.float64(-323.05106008611983), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4046.1307611328534), np.float64(-0.35372), np.float64(0.88671), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-417.68266978511747), np.float64(-173.31255272283306), np.float64(-198.25148485937825), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4048.7113572198664), np.float64(-0.3516), np.float64(0.88601), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-494.75218269309335), np.float64(-170.69210072031274), np.float64(-185.74798973879297), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4042.079640240759), np.float64(-0.35042), np.float64(0.88572), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-514.111205665642), np.float64(-262.77338408430296), np.float64(-256.65031281775737), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4026.806654486725), np.float64(-0.34161), np.float64(0.87774), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-548.0563093335913), np.float64(-299.99440772318485), np.float64(-230.76239220923344), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4007.4634716404616), np.float64(-0.31027), np.float64(0.88158), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-676.0497116106144), np.float64(-343.3131997192977), np.float64(-255.77964222243827), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(3987.567490112932), np.float64(-0.31757), np.float64(0.88175), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(3993.701956823908), np.float64(-0.21174), np.float64(0.91446), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, np.float64(-21.764712691870955), np.float64(-24.246359250861133), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4005.19370843397), np.float64(-0.13656), np.float64(0.80569), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, np.float64(-33.737754036686965), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4102.628606059684), np.float64(-0.099457), np.float64(0.89737), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, np.float64(-85.82267894249526), np.float64(-115.96300415244332), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4102.628606059684), np.float64(0.0011931), np.float64(0.783), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, np.float64(-2.957753369897546), np.float64(-129.48942094542508), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4102.628606059683), np.float64(0.82446), np.float64(1.1538), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, np.float64(-142.24153310698966), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4092.4953708459598), np.float64(0.85505), np.float64(1.1206), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, np.float64(-194.411782209605), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4108.186797728373), np.float64(0.85768), np.float64(1.114), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, np.float64(-140.12702150959012), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4146.433441458172), np.float64(0.85927), np.float64(1.1122), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, np.float64(-162.70532831549644), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4192.888341794811), np.float64(0.8598), np.float64(1.1113), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, np.float64(-87.77345962414438), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4246.3739486128225), np.float64(0.85979), np.float64(1.1095), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, np.float64(-105.0251409947814), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4288.732496193177), np.float64(0.8544), np.float64(1.1091), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, np.float64(-129.11787021865166), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4260.285692056339), np.float64(0.85849), np.float64(1.1117), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4218.457833501911), np.float64(0.82949), np.float64(1.1304), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-31.200072656509292), np.float64(-45.02490331774243), np.float64(-39.248991665939684), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4137.979092042703), np.float64(1.4733), np.float64(0.53724), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-66.65078271644234), np.float64(-91.52732190415918), np.float64(-32.384297399490606), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4048.531840564526), np.float64(1.5233), np.float64(0.53017), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, np.float64(-121.71300091926605), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4048.531840564526), np.float64(1.4609), np.float64(0.48432), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, np.float64(-148.41041253634103), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4058.66507577825), np.float64(0.96447), np.float64(0.48123), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, np.float64(-159.3329451697282), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4058.66507577825), np.float64(1.0119), np.float64(0.51684), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-67.95310017804513), np.float64(-266.08045881974977), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4058.665075778251), np.float64(1.0101), np.float64(0.51672), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-118.13007629049753), np.float64(-242.10548074618418), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4079.692279745544), np.float64(1.0099), np.float64(0.51606), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-30.29939161027869), np.float64(-248.4264323370444), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4102.387333585442), np.float64(1.0096), np.float64(0.51519), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-82.36879930508985), np.float64(-220.5870797557127), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4133.806575836108), np.float64(1.0097), np.float64(0.51513), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-38.894335550327014), np.float64(-230.00420426390883), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4159.766855910977), np.float64(1.01), np.float64(0.51544), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-29.870586455352168), np.float64(-329.1038995716208), 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4175.578617572099), np.float64(1.0065), np.float64(0.51372), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4140.559554845821), np.float64(1.017), np.float64(0.52835), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4111.889564698112), np.float64(0.94531), np.float64(1.0568), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4005.9735652920745), np.float64(0.9836), np.float64(1.0941), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4005.973565292075), np.float64(0.96915), np.float64(1.0967), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4005.9735652920745), np.float64(0.93321), np.float64(1.0502), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-15.896726249375206), 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4005.9735652920745), np.float64(0.8661), np.float64(1.0346), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), np.float64(-3.9228741544538934), 0, np.float64(-55.56354881638981), np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
1186,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']","[np.float64(4001.502896011458), np.float64(0.86885), np.float64(1.0298), np.float64(8800.0), np.float64(8800.0), np.float64(8800.0), 0, 0, 0, np.float64(140.0), np.float64(0.0), np.float64(0.0), 0, 0, 1]",0
